image_path,label,class_name,source_dataset,original_split,original_style,artist,split_random,split_cross_a,split_cross_b,split_artist
data\standardized\places365\22175.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\22176.jpg,1,art,wikiart,,,gustave-dore,train,train,test,train
data\standardized\coco\22177.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22178.jpg,1,art,wikiart,,,nikolay-bogdanov-belsky,train,val,test,train
data\standardized\coco\22179.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22180.jpg,1,art,artbench,train,romanticism,david-wilkie,train,test,val,train
data\standardized\wikiart\22181.jpg,1,art,wikiart,,,henry-herbert-la-thangue,train,train,test,test
data\standardized\places365\22182.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\22183.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\wikiart\22184.jpg,1,art,wikiart,,,nicholas-roerich,train,val,test,train
data\standardized\wikiart\22185.jpg,1,art,wikiart,,,franz-kline,train,train,test,train
data\standardized\artbench\22186.jpg,1,art,artbench,train,surrealism,vlady-kibalchich-rusakov,val,test,train,val
data\standardized\artbench\22187.jpg,1,art,artbench,train,impressionism,robert-julian-onderdonk,train,test,val,test
data\standardized\artbench\22188.jpg,1,art,artbench,train,ukiyo_e,katsukawa-shunei,train,test,train,train
data\standardized\coco\22189.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\places365\22190.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22191.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22192.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22193.jpg,1,art,wikiart,,,maurice-quentin-de-la-tour,test,train,test,train
data\standardized\coco\22194.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\wikiart\22195.jpg,1,art,wikiart,,,louay-kayyali,train,train,test,train
data\standardized\artbench\22196.jpg,1,art,artbench,train,post_impressionism,anita-malfatti,train,test,val,train
data\standardized\artbench\22197.jpg,1,art,artbench,train,art_nouveau,carl-larsson,val,test,val,val
data\standardized\places365\22198.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22199.jpg,1,art,artbench,train,ukiyo_e,keisai-eisen,val,test,train,train
data\standardized\artbench\22200.jpg,1,art,artbench,train,realism,vasily-polenov,train,test,train,test
data\standardized\artbench\22201.jpg,1,art,artbench,train,romanticism,john-atkinson-grimshaw,train,test,val,train
data\standardized\wikiart\22202.jpg,1,art,wikiart,,,louis-marcoussis,train,train,test,test
data\standardized\places365\22203.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\wikiart\22204.jpg,1,art,wikiart,,,albrecht-durer,train,train,test,test
data\standardized\coco\22205.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22206.jpg,1,art,wikiart,,,francisco-goya,val,train,test,val
data\standardized\coco\22207.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22208.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\22209.jpg,1,art,artbench,test,art_nouveau,raphael-kirchner,val,test,train,train
data\standardized\coco\22210.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22211.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\wikiart\22212.jpg,1,art,wikiart,,,edward-burne-jones,test,train,test,train
data\standardized\coco\22213.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22214.jpg,1,art,wikiart,,,iosif-iser,train,train,test,test
data\standardized\artbench\22215.jpg,1,art,artbench,train,post_impressionism,louis-comfort-tiffany,train,test,train,train
data\standardized\places365\22216.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22217.jpg,0,photo,places365,,,,val,val,test,test
data\standardized\wikiart\22218.jpg,1,art,wikiart,,,fernand-leger,train,train,test,train
data\standardized\places365\22219.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\places365\22220.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\coco\22221.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22222.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\places365\22223.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22224.jpg,1,art,artbench,train,surrealism,gyuri,train,test,train,train
data\standardized\artbench\22225.jpg,1,art,artbench,test,expressionism,ion-tuculescu,train,test,train,val
data\standardized\wikiart\22226.jpg,1,art,wikiart,,,felicien-rops,train,train,test,train
data\standardized\coco\22227.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\coco\22228.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\places365\22229.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\coco\22230.jpg,0,photo,coco,,,,test,test,train,val
data\standardized\coco\22231.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22232.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22233.jpg,1,art,wikiart,,,vasily-surikov,test,train,test,train
data\standardized\coco\22234.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\wikiart\22235.jpg,1,art,wikiart,,,claude-monet,val,train,test,train
data\standardized\wikiart\22236.jpg,1,art,wikiart,,,roger-fry,train,train,test,test
data\standardized\artbench\22237.jpg,1,art,artbench,train,renaissance,giovanni-antonio-boltraffio,train,test,train,train
data\standardized\coco\22238.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\wikiart\22239.jpg,1,art,wikiart,,,paul-gauguin,train,train,test,val
data\standardized\artbench\22240.jpg,1,art,artbench,train,realism,ilya-repin,train,test,train,train
data\standardized\places365\22241.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22242.jpg,1,art,artbench,test,impressionism,nicolae-vermont,train,test,train,train
data\standardized\wikiart\22243.jpg,1,art,wikiart,,,moise-kisling,train,train,test,val
data\standardized\places365\22244.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22245.jpg,1,art,wikiart,,,richard-artschwager,train,train,test,test
data\standardized\artbench\22246.jpg,1,art,artbench,train,romanticism,helen-augusta-hamburger,train,test,val,train
data\standardized\artbench\22247.jpg,1,art,artbench,train,ukiyo_e,shibata-zeshin,train,test,train,val
data\standardized\places365\22248.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\coco\22249.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22250.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22251.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22252.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\22253.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22254.jpg,1,art,wikiart,,,ion-pacea,train,train,test,val
data\standardized\places365\22255.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\coco\22256.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22257.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\22258.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\places365\22259.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22260.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22261.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22262.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22263.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22264.jpg,1,art,wikiart,,,kitagawa-utamaro,train,train,test,train
data\standardized\wikiart\22265.jpg,1,art,wikiart,,,utagawa-kuniyoshi,train,train,test,train
data\standardized\artbench\22266.jpg,1,art,artbench,test,ukiyo_e,hiroshige,train,test,val,train
data\standardized\artbench\22267.jpg,1,art,artbench,train,realism,vasily-vereshchagin,train,test,train,train
data\standardized\artbench\22268.jpg,1,art,artbench,test,romanticism,ernest-hebert,val,test,train,test
data\standardized\coco\22269.jpg,0,photo,coco,,,,val,test,train,val
data\standardized\wikiart\22270.jpg,1,art,wikiart,,,gustave-dore,val,train,test,train
data\standardized\places365\22271.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\22272.jpg,1,art,artbench,train,renaissance,martin-schongauer,train,test,train,train
data\standardized\artbench\22273.jpg,1,art,artbench,test,post_impressionism,pyotr-konchalovsky,train,test,train,test
data\standardized\coco\22274.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22275.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\wikiart\22276.jpg,1,art,wikiart,,,lorenzo-lotto,train,train,test,val
data\standardized\coco\22277.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22278.jpg,1,art,wikiart,,,john-henry-twachtman,train,train,test,val
data\standardized\wikiart\22279.jpg,1,art,wikiart,,,william-scott,train,train,test,val
data\standardized\wikiart\22280.jpg,1,art,wikiart,,,valentin-serov,train,train,test,train
data\standardized\artbench\22281.jpg,1,art,artbench,train,romanticism,john-frederick-kensett,train,test,train,train
data\standardized\coco\22282.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22283.jpg,0,photo,places365,,,,test,val,test,test
data\standardized\places365\22284.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22285.jpg,1,art,artbench,train,impressionism,konstantinos-volanakis,train,test,train,train
data\standardized\artbench\22286.jpg,1,art,artbench,train,art_nouveau,raphael-kirchner,train,test,train,train
data\standardized\coco\22287.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22288.jpg,1,art,wikiart,,,zinaida-serebriakova,val,train,test,train
data\standardized\wikiart\22289.jpg,1,art,wikiart,,,james-tissot,val,val,test,train
data\standardized\places365\22290.jpg,0,photo,places365,,,,val,val,test,val
data\standardized\artbench\22291.jpg,1,art,artbench,train,ukiyo_e,toyohara-kunichika,train,test,train,test
data\standardized\coco\22292.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22293.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\coco\22294.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\artbench\22295.jpg,1,art,artbench,test,renaissance,benvenuto-cellini,val,test,train,test
data\standardized\artbench\22296.jpg,1,art,artbench,train,romanticism,francesco-didioni,val,test,train,train
data\standardized\coco\22297.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\artbench\22298.jpg,1,art,artbench,train,baroque,rembrandt,val,test,train,train
data\standardized\places365\22299.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\wikiart\22300.jpg,1,art,wikiart,,,pablo-picasso,train,train,test,train
data\standardized\wikiart\22301.jpg,1,art,wikiart,,,ivan-kramskoy,test,val,test,test
data\standardized\coco\22302.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22303.jpg,1,art,wikiart,,,rembrandt,val,train,test,train
data\standardized\coco\22304.jpg,0,photo,coco,,,,test,test,train,val
data\standardized\coco\22305.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22306.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22307.jpg,1,art,wikiart,,,ivan-kramskoy,test,val,test,test
data\standardized\wikiart\22308.jpg,1,art,wikiart,,,serge-sudeikin,train,train,test,train
data\standardized\places365\22309.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22310.jpg,1,art,artbench,train,impressionism,horace-trenerry,train,test,train,val
data\standardized\artbench\22311.jpg,1,art,artbench,test,realism,julio-romero-de-torres,val,test,train,test
data\standardized\places365\22312.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22313.jpg,1,art,artbench,train,ukiyo_e,utagawa-kuniyoshi,train,test,train,train
data\standardized\artbench\22314.jpg,1,art,artbench,train,impressionism,john-singer-sargent,train,test,train,train
data\standardized\artbench\22315.jpg,1,art,artbench,train,impressionism,giovanni-boldini,train,test,train,train
data\standardized\artbench\22316.jpg,1,art,artbench,train,ukiyo_e,utagawa-hirokage,train,test,train,train
data\standardized\places365\22317.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\places365\22318.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22319.jpg,1,art,artbench,train,baroque,sebastien-bourdon,test,test,train,train
data\standardized\artbench\22320.jpg,1,art,artbench,train,ukiyo_e,totoya-hokkei,train,test,train,train
data\standardized\wikiart\22321.jpg,1,art,wikiart,,,vincent-van-gogh,train,train,test,train
data\standardized\wikiart\22322.jpg,1,art,wikiart,,,natalia-goncharova,val,train,test,val
data\standardized\wikiart\22323.jpg,1,art,wikiart,,,theodor-aman,train,train,test,train
data\standardized\coco\22324.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22325.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22326.jpg,1,art,wikiart,,,gustave-dore,train,train,test,train
data\standardized\coco\22327.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22328.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22329.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\places365\22330.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22331.jpg,1,art,artbench,train,expressionism,gerard-sekoto,train,test,train,train
data\standardized\wikiart\22332.jpg,1,art,wikiart,,,carlo-crivelli,train,train,test,train
data\standardized\places365\22333.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\wikiart\22334.jpg,1,art,wikiart,,,jean-baptiste-simeon-chardin,test,train,test,val
data\standardized\places365\22335.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\places365\22336.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\22337.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22338.jpg,1,art,wikiart,,,zinaida-serebriakova,test,train,test,train
data\standardized\artbench\22339.jpg,1,art,artbench,train,realism,albert-anker,test,test,train,test
data\standardized\places365\22340.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\places365\22341.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\artbench\22342.jpg,1,art,artbench,train,baroque,bartolome-esteban-murillo,train,test,val,train
data\standardized\places365\22343.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22344.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\artbench\22345.jpg,1,art,artbench,train,romanticism,knud-baade,train,test,train,train
data\standardized\wikiart\22346.jpg,1,art,wikiart,,,katsushika-hokusai,train,train,test,train
data\standardized\artbench\22347.jpg,1,art,artbench,test,ukiyo_e,yashima-gakutei,train,test,train,val
data\standardized\artbench\22348.jpg,1,art,artbench,train,art_nouveau,boris-kustodiev,val,test,train,train
data\standardized\artbench\22349.jpg,1,art,artbench,test,realism,silvestro-lega,train,test,train,train
data\standardized\coco\22350.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22351.jpg,1,art,wikiart,,,alfred-sisley,test,train,test,test
data\standardized\artbench\22352.jpg,1,art,artbench,train,expressionism,paul-nash,train,test,train,test
data\standardized\places365\22353.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22354.jpg,1,art,artbench,train,impressionism,paul-albert-besnard,train,test,val,train
data\standardized\coco\22355.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22356.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22357.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\places365\22358.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\places365\22359.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\22360.jpg,1,art,wikiart,,,pietro-da-cortona,train,train,test,test
data\standardized\wikiart\22361.jpg,1,art,wikiart,,,anton-melbye,val,val,test,train
data\standardized\coco\22362.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22363.jpg,1,art,artbench,train,baroque,guercino,train,test,val,train
data\standardized\places365\22364.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22365.jpg,1,art,wikiart,,,pyotr-konchalovsky,train,train,test,test
data\standardized\wikiart\22366.jpg,1,art,wikiart,,,el-greco,train,train,test,train
data\standardized\artbench\22367.jpg,1,art,artbench,train,expressionism,luigi-russolo,val,test,train,val
data\standardized\places365\22368.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22369.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22370.jpg,1,art,wikiart,,,pietro-longhi,train,train,test,test
data\standardized\places365\22371.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22372.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\artbench\22373.jpg,1,art,artbench,test,surrealism,dave,val,test,train,train
data\standardized\places365\22374.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22375.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22376.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22377.jpg,1,art,wikiart,,,juan-gris,train,train,test,test
data\standardized\wikiart\22378.jpg,1,art,wikiart,,,ion-andreescu,test,train,test,test
data\standardized\places365\22379.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\artbench\22380.jpg,1,art,artbench,train,post_impressionism,maurice-prendergast,train,test,val,val
data\standardized\artbench\22381.jpg,1,art,artbench,train,renaissance,albrecht-durer,train,test,train,test
data\standardized\coco\22382.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22383.jpg,1,art,wikiart,,,adriaen-brouwer,train,train,test,train
data\standardized\wikiart\22384.jpg,1,art,wikiart,,,albert-gleizes,train,train,test,train
data\standardized\artbench\22385.jpg,1,art,artbench,train,renaissance,maerten-van-heemskerck,train,test,train,train
data\standardized\artbench\22386.jpg,1,art,artbench,train,art_nouveau,ivan-bilibin,train,test,train,train
data\standardized\wikiart\22387.jpg,1,art,wikiart,,,nicholas-roerich,train,train,test,train
data\standardized\coco\22388.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\coco\22389.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22390.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22391.jpg,1,art,artbench,train,art_nouveau,wilhelm-kotarbinski,test,test,train,val
data\standardized\wikiart\22392.jpg,1,art,wikiart,,,pyotr-konchalovsky,train,train,test,test
data\standardized\artbench\22393.jpg,1,art,artbench,train,surrealism,santiago,train,test,train,train
data\standardized\places365\22394.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22395.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22396.jpg,1,art,artbench,train,art_nouveau,artus-scheiner,train,test,train,test
data\standardized\coco\22397.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\artbench\22398.jpg,1,art,artbench,train,ukiyo_e,toyohara-kunichika,train,test,train,test
data\standardized\artbench\22399.jpg,1,art,artbench,train,impressionism,ferdinand-hodler,train,test,train,train
data\standardized\wikiart\22400.jpg,1,art,wikiart,,,juan-gris,test,train,test,test
data\standardized\places365\22401.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22402.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\places365\22403.jpg,0,photo,places365,,,,val,val,test,test
data\standardized\coco\22404.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22405.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22406.jpg,1,art,wikiart,,,richard-artschwager,train,train,test,test
data\standardized\coco\22407.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22408.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22409.jpg,1,art,artbench,test,baroque,jacob-jordaens,train,test,train,test
data\standardized\artbench\22410.jpg,1,art,artbench,train,baroque,john-riley,train,test,train,train
data\standardized\artbench\22411.jpg,1,art,artbench,train,renaissance,hans-holbein-the-younger,train,test,train,train
data\standardized\places365\22412.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\wikiart\22413.jpg,1,art,wikiart,,,peter-phillips,train,train,test,train
data\standardized\coco\22414.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22415.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\wikiart\22416.jpg,1,art,wikiart,,,domenico-ghirlandaio,val,train,test,test
data\standardized\coco\22417.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\artbench\22418.jpg,1,art,artbench,train,realism,vasily-vereshchagin,train,test,train,train
data\standardized\coco\22419.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22420.jpg,1,art,wikiart,,,nicholas-roerich,test,train,test,train
data\standardized\places365\22421.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22422.jpg,1,art,artbench,train,expressionism,david-alfaro-siqueiros,test,test,train,train
data\standardized\wikiart\22423.jpg,1,art,wikiart,,,ernst-ludwig-kirchner,train,train,test,train
data\standardized\artbench\22424.jpg,1,art,artbench,train,realism,julian-ashton,train,test,train,train
data\standardized\coco\22425.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22426.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\22427.jpg,1,art,artbench,train,post_impressionism,jules-alexandre-grun,train,test,train,train
data\standardized\artbench\22428.jpg,1,art,artbench,test,post_impressionism,wassily-kandinsky,train,test,val,test
data\standardized\artbench\22429.jpg,1,art,artbench,train,realism,briton-riviere,test,test,val,train
data\standardized\coco\22430.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22431.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22432.jpg,1,art,artbench,test,baroque,adriaen-van-ostade,train,test,train,val
data\standardized\wikiart\22433.jpg,1,art,wikiart,,,ivan-nikitin,val,train,test,train
data\standardized\wikiart\22434.jpg,1,art,wikiart,,,leopold-survage,val,train,test,test
data\standardized\artbench\22435.jpg,1,art,artbench,test,art_nouveau,alexandre-benois,train,test,train,train
data\standardized\places365\22436.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22437.jpg,1,art,wikiart,,,george-frederick-watts,val,train,test,train
data\standardized\places365\22438.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22439.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22440.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22441.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22442.jpg,0,photo,coco,,,,val,test,train,val
data\standardized\wikiart\22443.jpg,1,art,wikiart,,,ivan-shishkin,train,train,test,train
data\standardized\wikiart\22444.jpg,1,art,wikiart,,,masaccio,train,train,test,test
data\standardized\artbench\22445.jpg,1,art,artbench,train,ukiyo_e,utagawa-yoshikazu,val,test,train,val
data\standardized\coco\22446.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22447.jpg,1,art,wikiart,,,isaac-levitan,test,train,test,test
data\standardized\wikiart\22448.jpg,1,art,wikiart,,,aleksey-antropov,train,train,test,train
data\standardized\places365\22449.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22450.jpg,0,photo,places365,,,,val,val,test,val
data\standardized\coco\22451.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22452.jpg,0,photo,coco,,,,val,test,train,test
data\standardized\coco\22453.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22454.jpg,1,art,artbench,train,baroque,carel-fabritius,train,test,train,val
data\standardized\places365\22455.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\22456.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\wikiart\22457.jpg,1,art,wikiart,,,albrecht-durer,train,val,test,test
data\standardized\places365\22458.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\artbench\22459.jpg,1,art,artbench,train,renaissance,lorenzo-lotto,train,test,val,val
data\standardized\artbench\22460.jpg,1,art,artbench,train,romanticism,john-frederick-herring-sr,train,test,train,train
data\standardized\wikiart\22461.jpg,1,art,wikiart,,,egon-schiele,test,train,test,train
data\standardized\places365\22462.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22463.jpg,1,art,artbench,train,expressionism,avigdor-arikha,train,test,train,train
data\standardized\artbench\22464.jpg,1,art,artbench,test,post_impressionism,panayiotis-tetsis,train,test,train,train
data\standardized\wikiart\22465.jpg,1,art,wikiart,,,dirk-bouts,test,val,test,train
data\standardized\coco\22466.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22467.jpg,1,art,wikiart,,,nicholas-roerich,train,train,test,train
data\standardized\places365\22468.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22469.jpg,1,art,wikiart,,,pyotr-konchalovsky,val,train,test,test
data\standardized\places365\22470.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22471.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\wikiart\22472.jpg,1,art,wikiart,,,isaac-levitan,train,train,test,test
data\standardized\wikiart\22473.jpg,1,art,wikiart,,,jacopo-bellini,train,train,test,train
data\standardized\artbench\22474.jpg,1,art,artbench,train,romanticism,joseph-wright,val,test,train,val
data\standardized\coco\22475.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22476.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\artbench\22477.jpg,1,art,artbench,train,ukiyo_e,utagawa-kunisada-ii,train,test,val,train
data\standardized\places365\22478.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\22479.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22480.jpg,1,art,artbench,train,expressionism,max-weber,train,test,train,train
data\standardized\coco\22481.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\22482.jpg,1,art,wikiart,,,nicholas-roerich,train,val,test,train
data\standardized\artbench\22483.jpg,1,art,artbench,train,baroque,giuseppe-maria-crespi,test,test,train,train
data\standardized\coco\22484.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22485.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\22486.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22487.jpg,1,art,artbench,train,romanticism,william-gilbert-foster,val,test,train,val
data\standardized\coco\22488.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22489.jpg,1,art,artbench,train,expressionism,wassily-kandinsky,train,test,val,test
data\standardized\places365\22490.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\22491.jpg,1,art,artbench,train,baroque,luca-giordano,train,test,train,train
data\standardized\artbench\22492.jpg,1,art,artbench,train,art_nouveau,jozef-mehoffer,train,test,val,train
data\standardized\places365\22493.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22494.jpg,1,art,wikiart,,,allan-ramsay,train,train,test,train
data\standardized\places365\22495.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\22496.jpg,1,art,wikiart,,,caravaggio,train,train,test,train
data\standardized\coco\22497.jpg,0,photo,coco,,,,val,test,train,test
data\standardized\artbench\22498.jpg,1,art,artbench,train,realism,nicolae-grigorescu,train,test,train,train
data\standardized\wikiart\22499.jpg,1,art,wikiart,,,taras-shevchenko,val,train,test,val
data\standardized\artbench\22500.jpg,1,art,artbench,train,ukiyo_e,isoda-koryusai,val,test,val,train
data\standardized\artbench\22501.jpg,1,art,artbench,train,baroque,gian-lorenzo-bernini,train,test,train,val
data\standardized\wikiart\22502.jpg,1,art,wikiart,,,pierre-auguste-renoir,train,train,test,val
data\standardized\coco\22503.jpg,0,photo,coco,,,,val,test,train,test
data\standardized\places365\22504.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\22505.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22506.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\22507.jpg,1,art,artbench,train,ukiyo_e,utagawa-kunisada,test,test,train,train
data\standardized\coco\22508.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\22509.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\artbench\22510.jpg,1,art,artbench,train,romanticism,john-leech,train,test,train,train
